element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
La	1	"704.596"	"704.596+"	"110"	"7.5e+06"	B+	"0.3308132"	"2.089977"	"5d2.(3F).6s"	"4F"	"3/2"	"5d2.(3F).6p"	"*"	"5/2"	4	6		"T9460"	"L3475"	
La	1	"706.837"	"706.835+"	"65"	"2.77e+06"	B+	"0.1305757"	"1.884167"	"5d.6s2"	"2D"	"5/2"	"4f.6s2"	"2F*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"716.125"	"716.122+"	"50"	"1.22e+07"	B	"0.8693659"	"2.600218"	"5d2.(3F).6s"	"2F"	"5/2"	"5d2.(3F).6p"	"*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	"721.991"	"721.990+"	"21"	"1.22e+06"	B	"0.3731927"	"2.089977"	"5d2.(3F).6s"	"4F"	"5/2"	"5d2.(3F).6p"	"*"	"5/2"	6	6		"T9460"	"L3475"	
La	1	""	"723.965+"	""	"8.6e+06"	C+	"1.2050569"	"2.917156"	"5d2.(3P).6s"	"2P"	"3/2"	"5d2.(3P).6p"	"4D*"	"1/2"	4	2		"T9460"	""	
La	1	"727.009"	"727.004+"	"26"	"2.8e+06"	C+	"0.8693659"	"2.574310"	"5d2.(3F).6s"	"2F"	"5/2"	"5d2.(3F).6p"	"4F*"	"7/2"	6	8		"T9460"	"L3475"	
La	1	"734.534"	"734.533+"	"65"	"1.03e+07"	B+	"0.9983409"	"2.685809"	"5d2.(3F).6s"	"2F"	"7/2"	"5d2.(3F).6p"	"2G*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	"737.971"	"737.966+"	"50bl"	"8.6e+06"	B	"1.2299011"	"2.909517"	"5d2.(1G).6s"	"2G"	"9/2"	"4f.5d.(1G*).6s"	"2G*"	"9/2"	10	10		"T9460"	"L3475"	
La	1	"746.308"	"746.303+"	"50h"	"4.7e+06"	C+	"0.9983409"	"2.659196"	"5d2.(3F).6s"	"2F"	"7/2"	"5d2.(3F).6p"	"*"	"7/2"	8	8		"T9460"	"L3475"	
La	1	"749.883"	"749.878+"	"50"	"2.47e+06"	C+	"0.9983409"	"2.651278"	"5d2.(3F).6s"	"2F"	"7/2"	"5d2.(3F).6p"	"4F*"	"9/2"	8	10		"T9460"	"L3475"	
