element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
W	1	"506.3638"	"506.3636"	"0.0018"	"8"	"1.4e+05"	D	"1.856810"	"4.304648"	"5d4.6s2"	"3D"	"2"	""	"*"	"1"	5	3		"T4976"	"L153"	
W	1	"507.1515"	"507.1517"	"0.0018"	"6"	"3.4e+05"	C	"2.436108"	"4.880143"	"5d5.(4G).6s"	"5G"	"6"	""	"*"	"5"	13	11		"T4976"	"L153"	
W	1	"508.5876"	"508.5888"	"0.0018"	"5w"	"3.0e+04"	D	"1.916797"	"4.353926"	"5d4.6s2"	"3D"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"511.7612"	"511.7599"	"0.0018"	"20"	"1.61e+05"	D	"2.458116"	"4.880143"	"5d4.6s2"	"3G"	"5"	""	"*"	"5"	11	11		"T4976"	"L153"	
W	1	"512.4234"	"512.4233"	"0.0018"	"40"	"4.0e+05"	C	"1.856810"	"4.275702"	"5d4.6s2"	"3D"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"514.1248"	"514.1230"	"0.0019"	"12"	"1.12e+05"	C	"2.194667"	"4.605562"	"5d4.6s2"	"3F2"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"514.5774"	"514.5750"	"0.0019"	"25"	"2.10e+06"	B	"2.601563"	"5.010340"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"515.9095"	"515.9081"	"0.0019"	"2"	"9.1e+03"	D	"1.856810"	"4.259363"	"5d4.6s2"	"3D"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"516.2874"	"516.2872"	"0.0019"	"4"	"2.0e+04"	D	"1.708218"	"4.109007"	"5d4.6s2"	"3F2"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"518.3965"	"518.3963"	"0.0019"	"40"	"9.6e+05"	B	"2.352539"	"4.743561"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"520.452"	"520.4504"	"0.0019"	"12"	"6.8e+06"	B	"2.532729"	"4.914315"	"5d5.(4P).6s"	"5P"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"520.618"	"520.6187"	"0.0019"	"12"	"2.49e+06"	B	"2.458319"	"4.839134"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"2"	7	5		"T6977"	"L153"	
W	1	"522.4657"	"522.4661"	"0.0019"	"250"	"1.2e+06"	B	"0.598844"	"2.971240"	"5d4.6s2"	"5D"	"3"	"5d4.6s.(6D).6p"	"7D*"	"2"	7	5		"T4976"	"L153"	
W	1	"524.298"	"524.2973"	"0.0019"	"250"	"1.1e+06"	B	"2.037223"	"4.401334"	"5d4.6s2"	"3G"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	1	"524.7417"	"524.7401"	"0.0019"	"25"	"3.0e+04"	D	"1.868433"	"4.230549"	"5d4.6s2"	"3H"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"525.4542"	"525.4544"	"0.0019"	"100"	"3.86e+05"	C	"1.916797"	"4.275702"	"5d4.6s2"	"3D"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"525.5396"	"525.5401"	"0.0019"	"120"	"2.61e+06"	B	"2.786753"	"5.145274"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"526.8550"	"526.8545"	"0.0019"	"80"	"1.4e+05"	C	"2.120999"	"4.473635"	"5d4.6s2"	"3F2"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	2	"527.83992"	"527.83987"	"0.00056"	"3"	"1.08e+05"	B	"2.90748128"	"5.25572576"	"5d4.(3D).6s"	"4D"	"5/2"	"5d3.(4F).6s.(5F).6p"	"6G*"	"7/2"	6	8		"T7162"	"L11762"	
W	1	"530.7459"	"530.7461"	"0.0020"	"15"	"3.7e+04"	C	"2.120999"	"4.456385"	"5d4.6s2"	"3F2"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	1	"535.4446"	"535.4456"	"0.0020"	"50"	"1.0e+05"	C	"1.181329"	"3.496218"	"5d4.6s2"	"3P2"	"0"	"5d4.6s.(6D).6p"	"5P*"	"1"	1	3		"T4976"	"L153"	
W	1	"535.7094"	"535.7087"	"0.0020"	"40"	"8.4e+04"	C	"1.916797"	"4.230549"	"5d4.6s2"	"3D"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"539.1070"	"539.1063"	"0.0020"	"30"	"8.9e+03"	C	"0.771099"	"3.070269"	"5d4.6s2"	"5D"	"4"	"5d4.6s.(6D).6p"	"7F*"	"4"	9	9		"T4976"	"L153"	
W	1	"541.3832"	"541.3821"	"0.0021"	"10"	"1.0e+05"	D	"2.422033"	"4.711538"	"5d5.(4G).6s"	"5G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"542.393"	"542.3922"	"0.0021"	"40"	"2.9e+05"	B	"2.458319"	"4.743561"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"4"	7	9		"T6977"	"L153"	
W	1	"543.5032"	"543.5042"	"0.0021"	"100"	"9.0e+04"	C	"0.207090"	"2.487656"	"5d4.6s2"	"5D"	"1"	"5d4.6s.(6D).6p"	"7F*"	"1"	3	3		"T4976"	"L153"	
W	1	"543.559"	"543.5594"	"0.0021"	"30"	"1.2e+05"	C	"2.120999"	"4.401334"	"5d4.6s2"	"3F2"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	1	"543.8852"	"543.8853"	"0.0021"	"8"	"3.3e+04"	E	"2.194667"	"4.473635"	"5d4.6s2"	"3F2"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"546.293"	"546.2930"	"0.0021"	"1"	"3.e+03"	E	"1.868433"	"4.137358"	"5d4.6s2"	"3H"	"5"	"5d4.6s.(6D).6p"	"5F*"	"5"	11	11		"T4976"	"L153"	
W	1	"547.7776"	"547.7798"	"0.0021"	"80"	"2.6e+05"	C	"1.181329"	"3.444095"	"5d4.6s2"	"3P2"	"0"	"5d4.6s.(6D).6p"	"5D*"	"1"	1	3		"T4976"	"L153"	
W	1	"549.6234"	"549.6250"	"0.0021"	"30"	"4.0e+05"	B	"2.786753"	"5.041923"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"550.0490"	"550.0511"	"0.0021"	"75"	"6.9e+05"	C	"2.458116"	"4.711538"	"5d4.6s2"	"3G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"550.0996"	"550.1007"	"0.0021"	"10"	"7.1e+04"	C	"2.458319"	"4.711538"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"550.147"	"550.1489"	"0.0021"	"5"	"4.1e+04"	E	"2.352539"	"4.605562"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"551.4676"	"551.4684"	"0.0021"	"300"	"7.3e+05"	C	"0.412313"	"2.659945"	"5d4.6s2"	"5D"	"2"	"5d4.6s.(6D).6p"	"7D*"	"1"	5	3		"T4976"	"L153"	
W	1	"552.1004"	"552.0991"	"0.0021"	"10"	"4.7e+05"	B	"2.241985"	"4.487049"	"5d4.6s2"	"3D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"552.8090"	"552.8108"	"0.0021"	"6"	"1.1e+04"	D	"1.655011"	"3.897184"	"5d4.6s2"	"3G"	"3"	"5d4.6s.(6D).6p"	"5F*"	"4"	7	9		"T4976"	"L153"	
W	1	"553.1384"	"553.1380"	"0.0021"	"30"	"6.8e+05"	B	"2.246202"	"4.487049"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"553.7722"	"553.7732"	"0.0021"	"10"	"2.2e+05"	C	"2.387469"	"4.625746"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"5"	9	11		"T4976"	"L153"	
W	1	"553.9482"	"553.9478"	"0.0021"	"6"	"4.8e+05"	B	"2.601563"	"4.839134"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"2"	5	5		"T6977"	"L153"	
W	1	"555.1012"	"555.1000"	"0.0022"	"5"	"1.2e+04"	E	"2.120999"	"4.353926"	"5d4.6s2"	"3F2"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"560.8134"	"560.8123"	"0.0022"	"5"	"6.4e+04"	C	"2.246202"	"4.456385"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"561.705"	"561.7059"	"0.0022"	"5"	"1.47e+05"	C	"2.194667"	"4.401334"	"5d4.6s2"	"3F2"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"562.458"	"562.4587"	"0.0022"	"6"	"7.e+04"	D	"2.422033"	"4.625746"	"5d5.(4G).6s"	"5G"	"5"	""	"*"	"5"	11	11		"T4976"	"L153"	
W	1	"563.194"	"563.1957"	"0.0022"	"20"	"1.43e+05"	D	"1.507891"	"3.708721"	"5d4.6s2"	"3H"	"4"	"5d4.6s.(6D).6p"	"5D*"	"3"	9	7		"T4976"	"L153"	
W	1	"565.124"	"565.1225"	"0.0022"	"2"	"1.1e+04"	E	"2.037223"	"4.230549"	"5d4.6s2"	"3G"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"565.410"	"565.4101"	"0.0022"	"3"	"2.6e+04"	D	"1.916797"	"4.109007"	"5d4.6s2"	"3D"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"566.007"	"566.0081"	"0.0022"	"6"	"1.2e+05"	C	"2.266491"	"4.456385"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"566.072"	"566.0744"	"0.0022"	"20"	"6.8e+05"	C	"2.436108"	"4.625746"	"5d5.(4G).6s"	"5G"	"6"	""	"*"	"5"	13	11		"T4976"	"L153"	
W	1	"567.353"	"567.3537"	"0.0023"	"5"	"4.6e+05"	C	"2.387137"	"4.571838"	"5d4.6s2"	"3P2"	"2"	""	"*"	"3"	5	7		"T6977"	"L153"	
W	1	"567.439"	"567.4400"	"0.0023"	"10"	"1.77e+06"	B	"2.387469"	"4.571838"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"567.537"	"567.5366"	"0.0023"	"5"	"2.20e+05"	C	"2.246202"	"4.430198"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"569.779"	"569.7799"	"0.0023"	"10"	"2.8e+05"	C	"1.708218"	"3.883617"	"5d4.6s2"	"3F2"	"2"	""	"*"	"1"	5	3		"T4976"	"L153"	
W	1	"572.856"	"572.8584"	"0.0030"	"4"	"1.0e+05"	D	"2.266491"	"4.430198"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"575.137"	"575.1380"	"0.0030"	"2"	"1.76e+04"	D	"2.246202"	"4.401334"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"577.198"	"577.1965"	"0.0030"	"6"	"9.6e+04"	D	"2.458116"	"4.605562"	"5d4.6s2"	"3G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"579.649"	"579.6479"	"0.0030"	"8"	"2.21e+05"	C	"2.120999"	"4.259363"	"5d4.6s2"	"3F2"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	1	"579.951"	"579.9502"	"0.0030"	"5"	"4.e+04"	E	"1.655011"	"3.792260"	"5d4.6s2"	"3G"	"3"	"5d4.6s.(6D).6p"	"5P*"	"3"	7	7		"T4976"	"L153"	
W	1	"580.605"	"580.6040"	"0.0030"	"3"	"6.9e+04"	C	"2.266491"	"4.401334"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"582.260"	"582.2589"	"0.0031"	"10"	"1.07e+06"	B	"2.786753"	"4.915528"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"3"	9	7		"T6977"	"L153"	
W	1	"586.463"	"586.4619"	"0.0031"	"12"	"1.60e+06"	B	"2.458319"	"4.571838"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"3"	7	7		"T6977"	"L153"	
W	1	"587.569"	"587.5653"	"0.0031"	"5"	"3.9e+04"	D	"2.120999"	"4.230549"	"5d4.6s2"	"3F2"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"589.161"	"589.1585"	"0.0031"	"8"	"1.47e+05"	C	"2.352539"	"4.456385"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"590.200"	"590.1995"	"0.0031"	"4"	"1.39e+04"	C	"2.037223"	"4.137358"	"5d4.6s2"	"3G"	"4"	"5d4.6s.(6D).6p"	"5F*"	"5"	9	11		"T4976"	"L153"	
W	1	"590.264"	"590.2622"	"0.0031"	"20"	"1.36e+06"	B	"2.387137"	"4.487049"	"5d4.6s2"	"3P2"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"594.757"	"594.7571"	"0.0028"	"30"	"2.40e+05"	C	"1.708218"	"3.792260"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"5P*"	"3"	5	7		"T4976"	"L153"	
W	1	"595.619"	"595.6164"	"0.0028"	"10"	"1.7e+05"	D	"2.194667"	"4.275702"	"5d4.6s2"	"3F2"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"596.586"	"596.5842"	"0.0028"	"40"	"1.0e+06"	C	"2.352539"	"4.430198"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"597.251"	"597.2500"	"0.0029"	"25"	"2.4e+04"	C	"0.412313"	"2.487656"	"5d4.6s2"	"5D"	"2"	"5d4.6s.(6D).6p"	"7F*"	"1"	5	3		"T4976"	"L153"	
W	1	"599.011"	"599.0093"	"0.0029"	"5"	"6.3e+04"	C	"2.387137"	"4.456385"	"5d4.6s2"	"3P2"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"599.107"	"599.1055"	"0.0029"	"3"	"2.29e+04"	D	"2.387469"	"4.456385"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"3"	9	7		"T4976"	"L153"	
W	1	"600.917"	"600.9215"	"0.0029"	"1"	"8.7e+04"	C	"2.241985"	"4.304648"	"5d4.6s2"	"3D"	"1"	""	"*"	"1"	3	3		"T6977"	"L153"	
W	1	"600.968"	"600.9656"	"0.0029"	"8"	"4.4e+03"	E	"1.507891"	"3.570403"	"5d4.6s2"	"3H"	"4"	"5d4.6s.(6D).6p"	"7D*"	"4"	9	9		"T4976"	"L153"	
W	1	"602.152"	"602.1525"	"0.0029"	"40"	"6.6e+05"	B	"2.246202"	"4.304648"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"603.542"	"603.5412"	"0.0029"	"4"	"9.e+03"	E	"1.655011"	"3.708721"	"5d4.6s2"	"3G"	"3"	"5d4.6s.(6D).6p"	"5D*"	"3"	7	7		"T4976"	"L153"	
W	1	"604.162"	"604.1613"	"0.0029"	"10"	"6.e+04"	E	"2.422033"	"4.473635"	"5d5.(4G).6s"	"5G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"604.992"	"604.9894"	"0.0029"	"12"	"1.3e+05"	C	"2.352539"	"4.401334"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"606.688"	"606.6871"	"0.0029"	"4"	"8.e+04"	E	"2.387137"	"4.430198"	"5d4.6s2"	"3P2"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"608.144"	"608.1467"	"0.0030"	"30"	"4.0e+05"	B	"2.266491"	"4.304648"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"609.475"	"609.4747"	"0.0030"	"5"	"3.8e+04"	E	"2.241985"	"4.275702"	"5d4.6s2"	"3D"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"610.742"	"610.7411"	"0.0030"	"10"	"6.e+04"	E	"2.246202"	"4.275702"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"611.552"	"611.5525"	"0.0030"	"12"	"1.3e+05"	C	"1.856810"	"3.883617"	"5d4.6s2"	"3D"	"2"	""	"*"	"1"	5	3		"T4976"	"L153"	
W	1	"614.723"	"614.7214"	"0.0030"	"3"	"1.8e+04"	C	"2.120999"	"4.137358"	"5d4.6s2"	"3F2"	"4"	"5d4.6s.(6D).6p"	"5F*"	"5"	9	11		"T4976"	"L153"	
W	1	"616.143"	"616.1395"	"0.0030"	"8"	"2.6e+05"	C	"2.246202"	"4.257920"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"616.911"	"616.9083"	"0.0030"	"10"	"1.5e+05"	D	"2.266491"	"4.275702"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"619.323"	"619.3202"	"0.0031"	"10"	"4.6e+04"	C	"2.352539"	"4.353926"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"619.596"	"619.5939"	"0.0031"	"10"	"1.6e+04"	E	"1.708218"	"3.708721"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"5D*"	"3"	5	7		"T4976"	"L153"	
W	1	"620.351"	"620.3494"	"0.0031"	"20"	"3.0e+05"	C	"2.458319"	"4.456385"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"3"	7	7		"T4976"	"L153"	
W	1	"625.888"	"625.8873"	"0.0031"	"5"	"1.30e+04"	D	"1.916797"	"3.897184"	"5d4.6s2"	"3D"	"3"	"5d4.6s.(6D).6p"	"5F*"	"4"	7	9		"T4976"	"L153"	
W	1	"628.588"	"628.5877"	"0.0032"	"25"	"6.6e+05"	C	"2.458319"	"4.430198"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"629.202"	"629.2025"	"0.0032"	"60"	"2.26e+05"	C	"1.649870"	"3.619823"	"5d4.6s2"	"3P2"	"1"	"5d4.6s.(6D).6p"	"5D*"	"2"	3	5		"T4976"	"L153"	
W	1	"630.321"	"630.3212"	"0.0032"	"20"	"1.84e+05"	C	"2.387469"	"4.353926"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"630.850"	"630.8487"	"0.0032"	"10"	"1.9e+04"	D	"1.655011"	"3.619823"	"5d4.6s2"	"3G"	"3"	"5d4.6s.(6D).6p"	"5D*"	"2"	7	5		"T4976"	"L153"	
W	1	"640.421"	"640.4191"	"0.0029"	"30"	"1.50e+05"	D	"1.856810"	"3.792260"	"5d4.6s2"	"3D"	"2"	"5d4.6s.(6D).6p"	"5P*"	"3"	5	7		"T4976"	"L153"	
W	1	"643.970"	"643.9676"	"0.0029"	"15"	"1.29e+05"	C	"2.786753"	"4.711538"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"644.512"	"644.5111"	"0.0029"	"50"	"6.4e+05"	C	"2.352539"	"4.275702"	"5d5.(4G).6s"	"5G"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"647.484"	"647.4811"	"0.0029"	"8"	"2.4e+04"	D	"2.194667"	"4.109007"	"5d4.6s2"	"3F2"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"648.409"	"648.4079"	"0.0029"	"25"	"3.84e+04"	D	"1.708218"	"3.619823"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"5D*"	"2"	5	5		"T4976"	"L153"	
W	1	"650.805"	"650.8021"	"0.0030"	"20"	"3.3e+04"	D	"1.708218"	"3.612790"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"5F*"	"3"	5	7		"T4976"	"L153"	
W	1	"653.239"	"653.2383"	"0.0030"	"25"	"4.6e+05"	E	"2.532729"	"4.430198"	"5d5.(4P).6s"	"5P"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"653.811"	"653.8100"	"0.0030"	"30"	"2.7e+05"	C	"2.458116"	"4.353926"	"5d4.6s2"	"3G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"656.320"	"656.3184"	"0.0030"	"25"	"2.04e+05"	D	"2.387137"	"4.275702"	"5d4.6s2"	"3P2"	"2"	""	"*"	"2"	5	5		"T4976"	"L153"	
W	1	"657.393"	"657.3900"	"0.0030"	"30"	"9.9e+05"	B	"2.601563"	"4.487049"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"660.905"	"660.9032"	"0.0031"	"18"	"4.e+04"	E	"1.916797"	"3.792260"	"5d4.6s2"	"3D"	"3"	"5d4.6s.(6D).6p"	"5P*"	"3"	7	7		"T4976"	"L153"	
W	1	"668.260"	"668.2580"	"0.0031"	"12"	"4.3e+04"	D	"2.601563"	"4.456385"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"3"	5	7		"T4976"	"L153"	
W	1	"669.308"	"669.3085"	"0.0031"	"30"	"3.6e+04"	D	"1.856810"	"3.708721"	"5d4.6s2"	"3D"	"2"	"5d4.6s.(6D).6p"	"5D*"	"3"	5	7		"T4976"	"L153"	
W	1	"671.328"	"671.3252"	"0.0041"	"15"	"2.3e+04"	E	"1.649870"	"3.496218"	"5d4.6s2"	"3P2"	"1"	"5d4.6s.(6D).6p"	"5P*"	"1"	3	3		"T4976"	"L153"	
W	1	"672.518"	"672.5156"	"0.0041"	"15"	"3.2e+04"	E	"2.387469"	"4.230549"	"5d5.(4G).6s"	"5G"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"681.492"	"681.4901"	"0.0042"	"20"	"1.46e+05"	D	"2.786753"	"4.605562"	"5d5.(4D).6s"	"5D"	"4"	""	"*"	"4"	9	9		"T4976"	"L153"	
W	1	"685.374"	"685.3683"	"0.0042"	"30"	"3.6e+04"	D	"2.422033"	"4.230549"	"5d5.(4G).6s"	"5G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"688.781"	"688.7752"	"0.0038"	"10"	"2.e+03"	D	"1.507891"	"3.307462"	"5d4.6s2"	"3H"	"4"	"5d4.6s.(6D).6p"	"7F*"	"5"	9	11		"T4976"	"L153"	
W	1	"690.829"	"690.8276"	"0.0038"	"20"	"3.37e+04"	C	"1.649870"	"3.444095"	"5d4.6s2"	"3P2"	"1"	"5d4.6s.(6D).6p"	"5D*"	"1"	3	3		"T4976"	"L153"	
W	1	"691.719"	"691.7147"	"0.0038"	"10"	"1.0e+04"	E	"1.916797"	"3.708721"	"5d4.6s2"	"3D"	"3"	"5d4.6s.(6D).6p"	"5D*"	"3"	7	7		"T4976"	"L153"	
W	1	"693.423"	"693.4237"	"0.0038"	"30"	"1.5e+04"	D	"1.856810"	"3.644317"	"5d4.6s2"	"3D"	"2"	"5d4.6s.(6D).6p"	"5P*"	"2"	5	5		"T4976"	"L153"	
W	1	"696.412"	"696.4089"	"0.0039"	"25"	"2.28e+04"	C	"1.649870"	"3.429715"	"5d4.6s2"	"3P2"	"1"	"5d4.6s.(6D).6p"	"5F*"	"2"	3	5		"T4976"	"L153"	
W	1	"698.427"	"698.4261"	"0.0039"	"40"	"4.4e+04"	D	"1.655011"	"3.429715"	"5d4.6s2"	"3G"	"3"	"5d4.6s.(6D).6p"	"5F*"	"2"	7	5		"T4976"	"L153"	
W	1	"699.327"	"699.3211"	"0.0039"	"30"	"5.8e+04"	D	"2.458116"	"4.230549"	"5d4.6s2"	"3G"	"5"	""	"*"	"4"	11	9		"T4976"	"L153"	
W	1	"699.406"	"699.4013"	"0.0039"	"15"	"5.2e+04"	D	"2.458319"	"4.230549"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"4"	7	9		"T4976"	"L153"	
W	1	"714.052"	"714.0486"	"0.0041"	"40"	"1.0e+05"	C	"1.708218"	"3.444095"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"5D*"	"1"	5	3		"T4976"	"L153"	
W	1	"720.016"	"720.0131"	"0.0041"	"40"	"4.2e+04"	C	"1.708218"	"3.429715"	"5d4.6s2"	"3F2"	"2"	"5d4.6s.(6D).6p"	"5F*"	"2"	5	5		"T4976"	"L153"	
W	1	"722.606"	"722.6038"	"0.0042"	"20"	"2.8e+04"	D	"2.422033"	"4.137358"	"5d5.(4G).6s"	"5G"	"5"	"5d4.6s.(6D).6p"	"5F*"	"5"	11	11		"T4976"	"L153"	
W	1	"728.044"	"728.0398"	"0.0042"	"10"	"1.30e+04"	D	"2.194667"	"3.897184"	"5d4.6s2"	"3F2"	"3"	"5d4.6s.(6D).6p"	"5F*"	"4"	7	9		"T4976"	"L153"	
W	1	"728.581"	"728.5825"	"0.0042"	"60"	"1.47e+05"	C	"2.436108"	"4.137358"	"5d5.(4G).6s"	"5G"	"6"	"5d4.6s.(6D).6p"	"5F*"	"5"	13	11		"T4976"	"L153"	
W	1	"738.131"	"738.1310"	"0.0038"	"15"	"1.66e+04"	D	"2.458116"	"4.137358"	"5d4.6s2"	"3G"	"5"	"5d4.6s.(6D).6p"	"5F*"	"5"	11	11		"T4976"	"L153"	
W	1	"748.335"	"748.3294"	"0.0039"	"30"	"3.1e+05"	B	"2.601563"	"4.257920"	"5d5.(4P).6s"	"5P"	"2"	""	"*"	"1"	5	3		"T6977"	"L153"	
W	1	"750.900"	"750.8992"	"0.0039"	"40"	"1.5e+05"	D	"2.458319"	"4.109007"	"5d5.(4P).6s"	"5P"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"755.048"	"755.0420"	"0.0040"	"40"	"1.5e+05"	C	"2.241985"	"3.883617"	"5d4.6s2"	"3D"	"1"	""	"*"	"1"	3	3		"T4976"	"L153"	
W	1	"756.992"	"756.9865"	"0.0040"	"80"	"3.73e+05"	C	"2.246202"	"3.883617"	"5d5.(4G).6s"	"5G"	"2"	""	"*"	"1"	5	3		"T4976"	"L153"	
W	1	"765.481"	"765.4755"	"0.0041"	"80"	"1.2e+04"	D	"1.649870"	"3.269126"	"5d4.6s2"	"3P2"	"1"	""	"*"	"2"	3	5		"T4976"	"L153"	
W	1	"766.488"	"766.4838"	"0.0041"	"200"	"3.80e+05"	C	"2.266491"	"3.883617"	"5d5.(6S).6s"	"5S"	"2"	""	"*"	"1"	5	3		"T4976"	"L153"	
W	1	"767.918"	"767.9133"	"0.0041"	"40"	"6.e+03"	E	"1.655011"	"3.269126"	"5d4.6s2"	"3G"	"3"	""	"*"	"2"	7	5		"T4976"	"L153"	
W	1	"780.896"	"780.8936"	"0.0043"	"60"	"4.9e+04"	C	"1.856810"	"3.444095"	"5d4.6s2"	"3D"	"2"	"5d4.6s.(6D).6p"	"5D*"	"1"	5	3		"T4976"	"L153"	
