element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Y	5	"247.1903"	"0.0007"	"247.1891"	"0.0008"	"400"	"1.1e+07"	E	"37.965867"	"42.980114"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"3/2"	"4s2.4p4.(3P<2>).5p"	"2[3]*"	"5/2"	4	6		"T9678"	"L19755"	
Y	5	"248.7210"	"0.0007"	"248.7202"	"0.0007"	"400"	"3.45e+07"		"39.567396"	"44.550778"	"4s2.4p4.(1D<2>).5s"	"2[2]"	"5/2"	"4s2.4p4.(3P<0>).5p"	"2[1]*"	"3/2"	6	4		"T9678"	"L19755"	
Y	5	"254.8488"	"0.0007"	"254.8478"	"0.0008"	"1"	"5.e+06"	E	"37.965867"	"42.829438"	"4s2.4p4.(3P<1>).5s"	"2[1]"	"3/2"	"4s2.4p4.(3P<2>).5p"	"2[1]*"	"1/2"	4	2		"T9678"	"L19755"	
Y	1	"274.25018"	"0.00010"	"274.25002"	"0.00008"	"70"	"6.6e+05"	B	"0.0000000"	"4.51950858"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(1D).5p"	"w 2D*"	"3/2"	4	4		"T9421"	"L7610,L3475"	
Y	1	"288.64547"	"0.00010"	"288.64547"	"0.00003"	"95"	"1.72e+06"	C+	"1.40843037"	"5.7025510"	"5s2.5p"	"z 2P*"	"3/2"	"5p2.(3P).4d?"	"f 2P"	"3/2"	4	4		"T9421"	"L7610,L3475"	
Y	1	"294.8406"	"0.0010"	"294.84025"	"0.00009"	"390"	"3.56e+07"	B+	"0.0000000"	"4.20390258"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(3F).5p"	"x 2D*"	"3/2"	4	4		"T4373"	"L7610,L3475"	
Y	1	"297.4588"	"0.0010"	"297.45861"	"0.00009"	"480"	"3.52e+07"	B+	"0.0000000"	"4.16689962"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(3F).5p"	"x 2F*"	"5/2"	4	6		"T4373"	"L7610,L3475"	
Y	1	"298.4254"	"0.0010"	"298.425284"	"0.000020"	"750"	"4.78e+07"	B+	"0.06575514"	"4.21915772"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"x 2F*"	"7/2"	6	8		"T4373"	"L7610,L3475"	
Y	1	"299.52574"	"0.00010"	"299.525466"	"0.000013"	"70"	"5.1e+06"	B+	"0.06575514"	"4.20390258"	"4d.5s2"	"a 2D"	"5/2"	"4d2.(3F).5p"	"x 2D*"	"3/2"	6	4		"T4373"	"L7610,L3475"	
Y	1	"299.6939"	"0.0010"	"299.69430"	"0.00009"	"140"	"8.4e+06"	B+	"0.0000000"	"4.13581629"	"4d.5s2"	"a 2D"	"3/2"	"4d2.(3F).5p"	"y 4D*"	"5/2"	4	6		"T4373"	"L7610,L3475"	
